"id","price_doc"
30638,5992855.34011442
30639,7840534.67485526
30640,4786508.67232041
30641,8540641.95396446
30642,6576758.72462156
30643,8517414.97810229
30644,9633975.63664751
30645,7179755.80882546
30646,5247133.92332349
30647,4677062.52444267
30648,23389309.147505
30649,2707771.38660048
30650,5024655.24022286
30651,3995779.14043246
30652,4602223.28636336
30653,7771731.49974068
30654,4415843.01744183
30655,12747399.0598853
30656,4150750.46410487
30657,6214256.89963169
30658,9564239.16690295
30659,5022812.83979135
30660,8339015.55120335
30661,6827966.9772877
30662,8577263.3357375
30663,15818862.6516541
30664,14666779.3309938
30665,6331273.16194673
30666,3223423.92016392
30667,4158645.90715192
30668,9131057.45666733
30669,4836895.24619158
30670,3051345.34225322
30671,7472271.13781898
30672,14470047.2195892
30673,10721229.3002501
30674,12232795.6510547
30675,2515616.61983738
30676,6618613.51807825
30677,4798444.45186028
30678,18909032.5739066
30679,5962410.24998829
30680,5068391.40731618
30681,3082264.23682397
30682,8452992.05950985
30683,9903202.99234613
30684,5633621.79064835
30685,8032141.42148984
30686,10090592.7802278
30687,5156139.44378254
30688,4618650.75309472
30689,17490225.2651524
30690,23338369.4152793
30691,4818704.45612501
30692,6767994.24026232
30693,12899800.4192198
30694,5839638.64653966
30695,6865946.23379367
30696,6923152.12243617
30697,13140070.9150702
30698,8260424.96118726
30699,5962069.89913513
30700,5409711.39570704
30701,9633975.63664751
30702,6303425.36108002
30703,3858599.25406724
30704,11224351.2894797
30705,9482250.96738683
30706,23830143.2078956
30707,4357139.18660724
30708,15741667.5427613
30709,6008549.14677065
30710,5008381.50740537
30711,4607557.61460159
30712,4218472.5014322
30713,6000510.3536574
30714,7264349.64726458
30715,3990187.5542634
30716,9903202.99234613
30717,6494582.66105436
30718,7952969.4105615
30719,15270285.2971533
30720,7590708.49627111
30721,5899067.36410467
30722,6996042.38070992
30723,6408281.02193031
30724,12496827.7275288
30725,6857581.46276748
30726,12857303.9732093
30727,10021277.7241575
30728,12279451.6012762
30729,4214751.73223144
30730,6428046.89044235
30731,6282101.56116299
30732,4984368.03239197
30733,11212741.3093305
30734,7097981.50163383
30735,5773193.38534274
30736,5438447.34593792
30737,6771893.72533872
30738,6182335.12603012
30739,4892736.26736714
30740,6769406.67217754
30741,12124904.3285697
30742,4358583.59198786
30743,5191368.63104104
30744,9723897.86875776
30745,6689966.70964669
30746,5896002.17579183
30747,16899451.7647998
30748,18407089.068586
30749,5076109.23092154
30750,6088598.41719958
30751,3671472.65014158
30752,7904360.5095825
30753,9505133.65445525
30754,6216716.12091855
30755,5493291.97383019
30756,7697890.53705557
30757,5499010.2621054
30758,9605599.55439553
30759,5868936.76408164
30760,5599496.17747781
30761,9197276.2551531
30762,6969407.29533111
30763,11867446.5040559
30764,6005006.54266511
30765,6118998.28036396
30766,3555543.19356553
30767,9971917.98778078
30768,4787372.11841997
30769,6955457.00693633
30770,6331273.16194673
30771,3205450.54089132
30772,8723878.73025106
30773,8970776.26669714
30774,5584275.19950944
30775,14088764.4868538
30776,6118495.52354353
30777,6422464.15635702
30778,8861040.25773429
30779,6505061.12561111
30780,7433587.30136147
30781,6678395.82808542
30782,4950325.95136465
30783,5541047.09350097
30784,3748202.74632253
30785,5581841.69908576
30786,4582623.56760033
30787,6672109.2021478
30788,5782216.57714143
30789,7271246.32039155
30790,6513339.95709882
30791,11199328.6489118
30792,7319257.53615113
30793,12760545.6890294
30794,14895104.0251255
30795,11094331.1185684
30796,11994893.4394805
30797,15148665.8359856
30798,3359126.64913423
30799,10878103.2224868
30800,13014123.99073
30801,6204970.80506756
30802,18858430.9041148
30803,2997256.7776248
30804,3781615.72927178
30805,15472880.8533737
30806,7106853.6629081
30807,6129523.4197512
30808,11002089.692843
30809,4923950.64839344
30810,12399431.5183785
30811,4600691.39049627
30812,5599913.16922755
30813,5044531.03479062
30814,2700446.10672496
30815,4185143.26526286
30816,7519695.52674976
30817,2185689.54012082
30818,8060192.10875223
30819,9122071.23802006
30820,5019017.84036098
30821,21025262.1465227
30822,8632279.44134403
30823,7706649.03090903
30824,3850595.31105142
30825,5505110.20501685
30826,9942025.53919794
30827,5321668.16298399
30828,5867566.13605261
30829,5654839.04552037
30830,8905356.4309882
30831,6620090.9345675
30832,5883878.8541869
30833,5448968.97441973
30834,4388735.47106945
30835,8312950.49164648
30836,6519803.42070606
30837,5728414.04184191
30838,4634608.5936777
30839,5867022.18261302
30840,11689208.4787275
30841,10871428.6434266
30842,7039936.62416025
30843,5372873.27910069
30844,8344656.49509638
30845,9914986.59331087
30846,4495102.53826055
30847,5853435.51658243
30848,8555202.26022692
30849,4335702.77079198
30850,4332417.07622519
30851,4494012.58815111
30852,6799490.05032677
30853,4184400.59928108
30854,6104496.81886694
30855,7737304.96367528
30856,8899062.47109797
30857,2783980.36631841
30858,4494731.16459565
30859,6109000.85068158
30860,5995687.49390966
30861,7890444.48965105
30862,5990494.10706388
30863,5140329.26536068
30864,6333245.50880708
30865,10567062.7343917
30866,7502945.45308453
30867,5811955.15167402
30868,8187159.49462177
30869,5268615.74077426
30870,6456677.86820121
30871,8317345.07961868
30872,4556418.88729691
30873,3979639.0296775
30874,5323446.88559862
30875,6391883.68565029
30876,5392206.32956684
30877,10157736.3740561
30878,5423793.19641725
30879,11545880.9016683
30880,6629506.52697181
30881,2180354.37875494
30882,9929313.34052399
30883,4216271.15848248
30884,5501534.82589571
30885,5055287.33526072
30886,7415509.78320218
30887,5618761.66187616
30888,5153554.94329133
30889,5511280.20464761
30890,7348438.23624075
30891,3474066.84647618
30892,3555543.19356553
30893,4546874.9673945
30894,6089112.2410692
30895,4556800.64281717
30896,6299518.14414536
30897,7545737.15598835
30898,6908070.57453168
30899,6666750.52473092
30900,3627074.66635959
30901,6622821.92890893
30902,2322622.61072065
30903,7130506.55066342
30904,7823094.63890246
30905,5467894.54603069
30906,7117216.73040359
30907,12178425.4135482
30908,4088508.13908468
30909,13869321.1544445
30910,7384258.1007137
30911,4011111.12067443
30912,6644134.03564929
30913,19992941.732313
30914,6384201.58143424
30915,8240232.25550906
30916,5266930.85651844
30917,9438866.03839807
30918,6593936.30219413
30919,5335777.47636651
30920,5363406.86315314
30921,4174618.17595852
30922,5896743.0159404
30923,3572151.89866054
30924,5011021.74157987
30925,15905214.5409884
30926,6444598.52504417
30927,7376798.97860527
30928,5107466.57045489
30929,5011021.74157987
30930,11676608.9805197
30931,11260193.0817713
30932,5111764.68667462
30933,4807208.13114928
30934,15642473.5316516
30935,6828123.66670534
30936,7031477.2278323
30937,9104914.65417073
30938,3610503.79809256
30939,8953707.89892046
30940,6811413.49115105
30941,6237630.29481889
30942,3966400.13289203
30943,6464531.26193858
30944,4977704.07211421
30945,3669967.60900502
30946,16414015.8671651
30947,7161016.69956183
30948,7903190.34065444
30949,6637301.49605562
30950,6370916.09233063
30951,17722498.3100402
30952,8054315.39754318
30953,9946425.65343605
30954,4580929.1056739
30955,6753809.93727299
30956,7657625.28581365
30957,5758910.8628797
30958,18717567.7301636
30959,7945067.48742843
30960,7966919.02341194
30961,7894246.53691397
30962,12010465.2840809
30963,3770150.44208036
30964,4706318.41437075
30965,6970751.34141094
30966,11828862.4314767
30967,11757241.5795206
30968,3526852.06878608
30969,3770862.90297876
30970,6013247.48564507
30971,11588180.4383707
30972,3967665.92484346
30973,4987941.91403954
30974,5397191.99208273
30975,7631466.95565942
30976,5016622.99504953
30977,7508332.25522923
30978,7876904.15090649
30979,3663350.92956271
30980,6775075.85735128
30981,6109261.75619643
30982,6024741.83564998
30983,4265253.31158812
30984,5501534.82589571
30985,3931002.52523647
30986,9877949.15799712
30987,9414906.02430025
30988,6261424.8421948
30989,7243522.46764376
30990,13442789.9858858
30991,9415725.01551987
30992,3541235.20407411
30993,7576025.25644271
30994,5327860.10032291
30995,6759393.96236395
30996,5922031.25906576
30997,7434252.09973851
30998,6610388.96270993
30999,7865913.39635845
31000,8219429.37228581
31001,6284168.74031253
31002,8884964.85902322
31003,10323897.9640072
31004,4173732.26125197
31005,2515691.55356581
31006,7646914.4898341
31007,5442489.10743648
31008,5265866.39818752
31009,7337148.44292133
31010,6698353.97088318
31011,4267844.09486309
31012,5599295.41118948
31013,6822762.91239094
31014,14865915.2477022
31015,7489752.75815182
31016,4223742.74524965
31017,9377743.65111389
31018,5571624.57232652
31019,4329855.0220764
31020,6789959.17203478
31021,11431427.7929186
31022,21749705.4663095
31023,9684469.5923263
31024,4894418.20999398
31025,6306933.25392316
31026,5969428.11296358
31027,4663145.30042674
31028,4527482.27963218
31029,8247649.5195844
31030,7350320.4770021
31031,9203465.74019559
31032,9708840.37381603
31033,8107644.88703049
31034,6740728.0823545
31035,10624473.5161036
31036,6583870.68472316
31037,23016601.6020771
31038,4378920.2709943
31039,9678903.91821235
31040,6305754.94005814
31041,4119555.0783622
31042,3967817.47840999
31043,6288252.43064922
31044,8338616.6111999
31045,6705698.77295675
31046,16187074.3311949
31047,7771309.08765645
31048,6022006.85508149
31049,4679797.4567704
31050,8119414.08419375
31051,6483684.44586423
31052,3912076.18786487
31053,20480308.387352
31054,6604818.16936896
31055,5731294.32143651
31056,12481407.7842751
31057,5394077.68323762
31058,7988488.34137768
31059,2927499.5071036
31060,6656978.85547004
31061,6384896.8033656
31062,6262845.82764963
31063,3761404.5538567
31064,5193135.41542446
31065,10580040.2697701
31066,4694243.31288806
31067,8564637.26665253
31068,4271898.8416235
31069,4983504.38125864
31070,4406979.48454776
31071,3674235.99840989
31072,8659924.01286129
31073,2180354.37875494
31074,7034215.69605731
31075,6785876.62352533
31076,6958599.67488518
31077,5846157.83021525
31078,4527602.54348308
31079,4922356.53132745
31080,6233290.86329999
31081,3205817.77630888
31082,10658214.9748091
31083,4923950.64839344
31084,9377743.65111389
31085,12408684.4464479
31086,3771772.93279554
31087,5011669.00800417
31088,8389105.83937545
31089,6570247.91790236
31090,24284435.0463898
31091,3855052.07847475
31092,7326017.83455408
31093,6331273.16194673
31094,5873043.69679599
31095,5100672.41533074
31096,19231928.0933797
31097,11775455.4600244
31098,10458796.5168202
31099,16258204.3945352
31100,4910346.99535357
31101,4284988.47607625
31102,6239936.57937252
31103,11731475.5544522
31104,5344412.49333366
31105,7944653.83752173
31106,4513000.34729935
31107,14366159.534832
31108,6386065.9705557
31109,5323223.83433756
31110,9064700.07136849
31111,10897045.0140461
31112,5784771.0508425
31113,3698628.14683994
31114,4900346.00475367
31115,5540211.90803362
31116,5961453.84108066
31117,6392185.10870227
31118,4066989.90896336
31119,3042125.84609747
31120,5696226.05387278
31121,6807856.39177893
31122,5716666.195539
31123,4631224.8552107
31124,5425588.99743376
31125,15283251.2422198
31126,17418761.3685809
31127,5856391.56265463
31128,6012931.6767747
31129,5603371.53082512
31130,12934298.0017868
31131,6885034.96810753
31132,9431923.73062212
31133,10951705.8419731
31134,6325207.18585247
31135,10723596.3518331
31136,10394014.6121583
31137,4822881.50378759
31138,7011032.53080495
31139,4080917.23044848
31140,7250555.48176874
31141,7443107.37772928
31142,9322656.94372535
31143,4827103.72745577
31144,4149648.6473299
31145,5859827.97995594
31146,5722886.46190189
31147,15555762.4172236
31148,6451960.54657782
31149,2376733.67956037
31150,8130911.86146153
31151,5150744.68384425
31152,8447993.5943708
31153,5399838.67460838
31154,18508358.1085192
31155,6224540.99915584
31156,8547794.95851283
31157,4346985.66437574
31158,9133195.14656646
31159,6150391.91967268
31160,5144412.33697465
31161,3683454.85311272
31162,4428613.21047596
31163,5620761.75900252
31164,5701976.52615125
31165,5960893.77709373
31166,5218285.17126275
31167,7205649.76719438
31168,11695451.3202826
31169,6928845.95380187
31170,5586085.92818256
31171,12465866.6577615
31172,5298445.78497956
31173,10964854.2036476
31174,10827518.8003474
31175,16747938.3087845
31176,4704846.62696145
31177,8156861.79078939
31178,4088301.51649305
31179,4738859.9704326
31180,4348648.03887182
31181,8361765.59146973
31182,7568355.70323736
31183,7971150.38776112
31184,5017951.81157144
31185,4193433.19365281
31186,9018442.47073936
31187,3689198.44935418
31188,4595638.78554272
31189,5114612.69489281
31190,7084222.81263567
31191,13953640.7396419
31192,3944289.31284483
31193,5557127.06239304
31194,9668938.79651943
31195,8153467.76906154
31196,4793247.12528983
31197,17307470.1415975
31198,5635146.38195763
31199,6275301.10230485
31200,10512979.3600257
31201,4611772.52440098
31202,3797397.87820618
31203,6650881.07431328
31204,3718798.38722881
31205,9215795.18022945
31206,5586513.60784853
31207,4512312.08903163
31208,5447076.34962846
31209,4380670.2837928
31210,6200264.39923517
31211,7787181.42940415
31212,5166398.81940253
31213,11281183.2110556
31214,6578327.35425013
31215,4536717.95489607
31216,5501534.82589571
31217,7148715.18718362
31218,8387728.50047637
31219,3399044.80437806
31220,6828848.14710536
31221,4007699.3416653
31222,6535814.50442443
31223,9397942.13206949
31224,6917117.3791002
31225,11816501.5947259
31226,6583443.62202749
31227,9303006.80666755
31228,11989296.9117704
31229,4522677.69067074
31230,5301932.51707411
31231,4011368.65392965
31232,7302875.6043541
31233,6193580.16313475
31234,6344261.01989039
31235,5295694.26024794
31236,6366593.49209881
31237,11236301.2023463
31238,6275301.10230485
31239,12139426.4352135
31240,6619023.26427751
31241,6059854.51618086
31242,6657196.17146711
31243,3825370.93676156
31244,7115154.06126468
31245,7698573.0344283
31246,11080193.509305
31247,5786036.59400612
31248,6775738.32498423
31249,9509922.5103751
31250,5645538.17135543
31251,7057257.83224726
31252,6611240.7489292
31253,8837446.27871224
31254,5726109.09769278
31255,12097673.3678031
31256,6462674.7024972
31257,4785959.22808356
31258,9840606.26316252
31259,11894612.4687145
31260,7967975.8448032
31261,23329752.8312577
31262,5467894.54603069
31263,5985874.02578936
31264,3815606.48320919
31265,10346713.687947
31266,7808124.92411781
31267,3892356.09206255
31268,4500328.53468326
31269,8167545.80588093
31270,4086381.38196611
31271,5729185.94964716
31272,17132457.4324237
31273,7434544.91108688
31274,6180804.76667739
31275,6411932.30095454
31276,5564441.85662679
31277,5169526.89945559
31278,15177026.2210395
31279,16410725.892333
31280,7530151.80912383
31281,6682928.7847979
31282,11435416.9419335
31283,6316396.9179487
31284,3948698.80728474
31285,4856853.25814241
31286,7569909.33426536
31287,9877949.15799712
31288,4486956.05813078
31289,8950163.4268951
31290,6072791.50818282
31291,6325566.99867145
31292,3794039.90886079
31293,6662997.34620217
31294,3962044.71003675
31295,21393219.4605335
31296,9294127.97806277
31297,9578759.44734558
31298,3705736.62657217
31299,9509922.5103751
31300,7104363.34653474
31301,6694518.6627644
31302,5153760.15442124
31303,8816081.07021201
31304,6541487.12982315
31305,9564354.44815144
31306,3473406.00437692
31307,6110810.1958478
31308,8210808.81519344
31309,8784768.29030285
31310,22472848.6257831
31311,5191663.39434135
31312,5554120.37074751
31313,12300125.3374994
31314,6215934.98535179
31315,9843836.87539308
31316,12203027.9792743
31317,20101625.2734586
31318,8678878.17663688
31319,6413380.57422976
31320,6165375.74424094
31321,7522011.30524151
31322,7989030.09670536
31323,7680034.64335063
31324,6962929.41047841
31325,6215769.93827261
31326,5470044.62853605
31327,7791860.28224593
31328,14247312.2927614
31329,5426887.27717911
31330,10387174.8637983
31331,8586686.3157569
31332,5252115.9642627
31333,5124146.6564231
31334,4301484.37472811
31335,8059156.35843934
31336,8305637.09884504
31337,7585209.92610533
31338,4486030.83813314
31339,4625969.45334365
31340,6341553.54486062
31341,9509922.5103751
31342,5998686.42988584
31343,3848466.13193271
31344,3972041.83233677
31345,4824123.58523664
31346,3953445.39136334
31347,9692265.37697955
31348,11541296.9600861
31349,12032559.0574965
31350,3571403.10516904
31351,5504979.8711284
31352,8944304.50433774
31353,5225532.57983835
31354,7840474.27756714
31355,8938646.91969925
31356,4388944.0163735
31357,5405101.78015707
31358,2713106.54796636
31359,5957176.39398349
31360,8086812.28336425
31361,4809024.07492497
31362,9894517.0057251
31363,5352356.28832213
31364,3811612.47354028
31365,3870610.52952437
31366,6491502.34775586
31367,9406829.11832917
31368,6345710.26200729
31369,4082545.88085704
31370,9551319.64252762
31371,9069627.67526263
31372,6114255.68650816
31373,5661417.21718201
31374,6363223.63538933
31375,5843074.10241358
31376,6275301.10230485
31377,9564120.42887595
31378,6026433.74322289
31379,21856445.5677545
31380,4765218.93251775
31381,8357650.38344552
31382,5357041.86574198
31383,7546456.72854401
31384,19307145.5674398
31385,15783596.3610556
31386,9866545.77080782
31387,11157874.9888584
31388,4982352.4404891
31389,4439796.20306535
31390,7730103.13578042
31391,5419539.60700921
31392,10610005.4615521
31393,8891260.41442627
31394,5892158.40870385
31395,3864173.4817831
31396,9728173.92740659
31397,7344867.33444376
31398,3258811.39687333
31399,12155015.7669618
31400,4604802.42306777
31401,11150764.1421895
31402,9719417.98198608
31403,5404262.67089272
31404,5076980.00637964
31405,4495332.32294089
31406,6012736.50884845
31407,3530212.99694364
31408,6672109.2021478
31409,3910444.22267134
31410,11591468.473059
31411,8159081.10191505
31412,11177256.2487589
31413,7161074.20029187
31414,4237543.27479236
31415,14371055.3398566
31416,6292566.25485661
31417,5476863.1710009
31418,7847082.95266163
31419,9040898.60830775
31420,8968955.73954711
31421,6796624.63352324
31422,6107765.26143407
31423,6838202.04841716
31424,13513123.7713502
31425,5862596.47678236
31426,4821464.97242922
31427,6496426.49065302
31428,7602746.58634354
31429,14714828.8381845
31430,4833453.52907227
31431,5365286.23071188
31432,4838932.21183567
31433,5953653.69852329
31434,4046117.71100453
31435,11115139.781784
31436,9211781.96830033
31437,12511457.6835635
31438,9218955.73783063
31439,11237128.9749908
31440,7482890.47249454
31441,6557927.73221863
31442,7637183.60190613
31443,13318498.054196
31444,6786095.4020755
31445,8935161.03609972
31446,12551680.2607199
31447,6585412.24677616
31448,8128794.71709438
31449,7179160.51758814
31450,6161172.99424446
31451,8326126.12201393
31452,11394546.3445346
31453,3753333.33862157
31454,5684705.42824771
31455,7338577.45028437
31456,5193135.41542446
31457,5364019.80833956
31458,21411139.6036232
31459,7607901.57227046
31460,5412751.2017775
31461,4867168.45561573
31462,3987079.33081181
31463,5161106.91886883
31464,7239765.79653316
31465,5514795.29529791
31466,22526913.6061903
31467,3620940.21352768
31468,16045065.4133972
31469,5186064.73661448
31470,5451770.01532308
31471,13956834.0133685
31472,3135729.38445013
31473,7208565.85103062
31474,4916856.61761938
31475,7074947.41566863
31476,21006773.4611071
31477,6675422.85472611
31478,5369193.41792593
31479,6008807.30158922
31480,9328859.39071389
31481,8267200.41639034
31482,10000522.0171534
31483,9447453.5719131
31484,6447012.18821559
31485,2930520.14277763
31486,3282864.02042165
31487,4924806.77915181
31488,14742680.0204165
31489,7974102.00772494
31490,4789796.22024835
31491,5646300.97032025
31492,8334437.52147234
31493,9347961.63137662
31494,5227876.82700069
31495,6044264.65900081
31496,8316373.3369318
31497,4734047.38335482
31498,6866145.80781202
31499,11317362.0728126
31500,10671093.1103769
31501,8740539.80016042
31502,8891041.63785113
31503,5344348.58364534
31504,9633546.10712687
31505,17374424.5585569
31506,7344903.9497382
31507,6585582.89891726
31508,6730774.26178673
31509,5680597.20752409
31510,5703636.35759707
31511,5241041.1477269
31512,6156488.43202021
31513,21188372.5713405
31514,22422476.8958525
31515,2576667.68773771
31516,16367625.7366079
31517,6276727.27114306
31518,8001416.50244487
31519,6376698.9357247
31520,6383289.90332291
31521,4729179.29380143
31522,4478515.82688783
31523,6965279.96464415
31524,9208469.19188709
31525,11303541.8972752
31526,5306361.46001509
31527,7160115.56821577
31528,4702736.17408546
31529,5966588.46838078
31530,6211117.17389701
31531,9005349.41256653
31532,5467894.54603069
31533,14460642.3228204
31534,7648152.24898432
31535,10294029.2491156
31536,7113532.55878823
31537,4582623.56760033
31538,4897658.79960091
31539,3828854.52794347
31540,9263290.8267723
31541,3259056.06430609
31542,5701240.58086207
31543,3885709.11656748
31544,5111034.39978796
31545,7827757.09490628
31546,12625097.6660084
31547,5589428.77754657
31548,6166658.54986927
31549,5651938.51066955
31550,5076942.15493114
31551,5340461.83171464
31552,7163169.20427744
31553,5994792.38603054
31554,7962259.22698842
31555,3964960.4083307
31556,7511932.79860334
31557,5812421.90021981
31558,9877949.15799712
31559,3159861.55736775
31560,7660293.53096184
31561,6904652.76962595
31562,20193378.2579463
31563,4131795.02027283
31564,8404774.45509447
31565,9583203.57321676
31566,5725421.46829701
31567,21047108.598061
31568,6834436.90259312
31569,6828123.66670534
31570,6900986.22262779
31571,6022901.11708702
31572,3725114.66862526
31573,5662313.00334522
31574,11247053.8753565
31575,5423793.19641725
31576,7491911.91494831
31577,4880785.07680912
31578,8006617.62951392
31579,5651130.63715092
31580,6911469.01504029
31581,5406050.12016785
31582,6496075.6195657
31583,7861174.68735243
31584,4110619.16455445
31585,6413380.57422976
31586,12711429.7437041
31587,15560110.3383179
31588,9217750.89108216
31589,3658737.04664338
31590,5398502.81806298
31591,6976738.96425877
31592,7737295.51471516
31593,7922090.30038893
31594,7575518.24574919
31595,5558239.06136041
31596,3712324.23492245
31597,5437530.32842064
31598,3457046.93159007
31599,6784218.83983147
31600,6852625.77376388
31601,17501035.8378313
31602,5361851.84657651
31603,18024851.1547554
31604,4286308.70804905
31605,5412751.2017775
31606,6176754.35157813
31607,8074177.74997891
31608,5292765.44833925
31609,5714798.6801375
31610,7519956.08432659
31611,6286789.29046283
31612,5979616.54927026
31613,4310390.16829785
31614,15872253.0925294
31615,10103064.0763006
31616,11730447.6037155
31617,4737882.04030208
31618,6836501.49603403
31619,10940797.5871094
31620,4487660.48578567
31621,5752829.07124718
31622,23645000.0280203
31623,10080964.8142391
31624,4491442.89498394
31625,10046150.6983959
31626,5843161.02227058
31627,6945170.76711089
31628,9891905.44800935
31629,10042931.9160483
31630,3854128.32837945
31631,6102484.7023699
31632,19328444.2848906
31633,5217160.73688708
31634,9027571.55614116
31635,13797603.5256482
31636,6270419.15139735
31637,5614130.24113864
31638,7864932.29606237
31639,3702061.56777834
31640,10339782.2497798
31641,4162135.91198445
31642,3675010.98136807
31643,5716666.195539
31644,10663216.1015914
31645,5907664.06098139
31646,8448482.48780525
31647,5506388.99436776
31648,10681056.7767653
31649,5403433.20649727
31650,6139221.26303309
31651,12096732.8944102
31652,6219157.35676075
31653,5531943.64959473
31654,5748622.83492693
31655,4390993.37323788
31656,21720773.1532889
31657,6961225.59511823
31658,4492175.41366907
31659,7809678.95530911
31660,5056626.47304599
31661,5302767.14308027
31662,6558778.11235767
31663,4036991.35555614
31664,3464697.37115864
31665,4214985.61438318
31666,5483049.85378463
31667,8303432.76025655
31668,9678903.91821235
31669,13026307.2152276
31670,6558221.77861241
31671,5289713.73540396
31672,8253351.18692814
31673,7366135.63739236
31674,8929546.80522996
31675,7504581.74122055
31676,7343531.07810381
31677,4667991.88909152
31678,4425880.47882711
31679,8400072.51044857
31680,7631820.36137065
31681,6206172.82377692
31682,4417144.53326243
31683,6413380.57422976
31684,4899758.01778424
31685,3916078.29572079
31686,14271399.5484697
31687,11620136.7529963
31688,10045423.4001471
31689,3908750.75832591
31690,7428517.69256154
31691,3907022.83677155
31692,4808347.9550009
31693,6678310.56532509
31694,8841971.87100746
31695,6640879.12799418
31696,3759942.03680922
31697,4920827.98492621
31698,3636974.26899096
31699,5433278.83415018
31700,5010292.20530752
31701,8927051.94277781
31702,6066903.54502207
31703,8840630.31171391
31704,6090040.61384764
31705,9736957.62975081
31706,5584595.9449164
31707,12152265.3610664
31708,8435428.66195518
31709,5044296.09760997
31710,11338568.4163571
31711,7565036.39838102
31712,8812668.93489314
31713,5601444.55499076
31714,4724805.32146152
31715,5179932.79830006
31716,5833443.25509135
31717,10223577.5258803
31718,5063704.36177098
31719,7780485.39315516
31720,4970332.76303547
31721,4046450.2361164
31722,5715070.88585176
31723,5560312.64571576
31724,6190740.28939379
31725,5311583.52675845
31726,12763119.0394291
31727,5497192.23460436
31728,4448289.49195435
31729,6634674.31803743
31730,3884047.80227752
31731,7394944.74130852
31732,7846709.08835599
31733,4191260.30236764
31734,4684616.88315149
31735,3169873.87280956
31736,5727619.64989392
31737,5305860.95391724
31738,5597496.10316018
31739,6045297.39229848
31740,7460290.13699089
31741,11740929.1540142
31742,13154128.4743705
31743,8380820.04106093
31744,4500113.17625289
31745,4015958.98222868
